1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Chestnut-backed Laughingthrush,White-winged Wood Duck,Finn's Weaver,Bengal Florican,Greater Adjutant,Slender-billed Babbler,Swamp Francolin,Austen's Brown Hornbill,Jerdon's Babbler,Wreathed Hornbill,Black-breasted Parrotbill,Slender-billed Vulture,Pallas's Fish Eagle,Chinese Rubythroat,Lesser Adjutant,Marsh Babbler,Swamp Grass Babbler,Pale-capped Pigeon,Indian Olive Bulbul,Hodgson's Bushchat,Yellow-breasted Bunting,Manipur Bush Quail
