1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Nilgiri Laughingthrush,Nilgiri Pipit,Nilgiri Sholakili,Ashambu Laughingthrush (Chilappan),Kashmir Flycatcher,White-bellied Sholakili,Nilgiri Thrush,Indian Vulture,White-naped Tit,Yellow-throated Bulbul,White-rumped Vulture,Broad-tailed Grassbird,Forest Wagtail,Red-headed Vulture,Nilgiri Wood Pigeon,Red-necked Falcon,Gull-billed Tern,Pacific Golden Plover,Cinnamon Bittern
