1,2,3,4,5,6,7,8,9,10
Andaman Green Pigeon,Andaman Serpent Eagle,Andaman Teal,Andaman Treepie,Andaman Woodpecker,Long-tailed Parakeet,Narcondam Hornbill,Nicobar Megapode,Nicobar Sparrowhawk,Glossy Swiftlet
