1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Sociable Lapwing,White-naped Tit,Lesser Florican,Eastern Imperial Eagle,Gull-billed Tern,Great Knot,Stoliczka's Bushchat,Rufous-fronted Prinia,Greater Spotted Eagle,Great Grey Shrike,Forest Owlet,Common Pochard,Indian Skimmer,Sarus Crane,Great Indian Bustard
