1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Bar-winged Wren Babbler,Bugun Liocichla,Mishmi Wren Babbler.Sclater's Monal,Snowy-throated Babbler,White-bellied Heron,Beautiful Nuthatch,Ward's Trogon,Sikkim Wedge-billed Babbler,Marsh Babbler,Swamp Grass Babbler,Blyth's Tragopan,Rufous-necked Hornbill,Austen's Brown Hornbill,Grey-sided Laughingthrush,Chinese Rubythroat,Wreathed Hornbill,Chestnut-breasted Hill Partridge,Jerdon's Babbler,Black-breasted Parrotbill,Bengal Florican,Slender-billed Vulture,Large Blue Flycatcher

